name,address,website,phone_number,reviews_count,reviews_average,place_type,opens_at,search_category,search_area,pincode,google_map_link,sheet_category
"Pulse Hospitals","6-1 103/1, CRPF Rd, Abhinav Colony, Walker Town, Padmarao Nagar, Secunderabad, Hyderabad, Telangana 500020","","","196","3.6","General hospital","","Orthopedics Hospital","Padmarao Nagar","500020","https://www.google.com/maps/search/?api=1&query=Pulse+Hospitals+6-1+103%2F1%2C+CRPF+Rd%2C+Abhinav+Colony%2C+Walker+Town%2C+Padmarao+Nagar%2C+Secunderabad%2C+Hyderabad%2C+Telangana+500020","Orthopedics_Hospital"
"Dr. Ravi Babu B","Geeta Multispeciality Hospital, AOC Road, East Marredpally, Secunderabad, Telangana 500020","","098660 55225","5","4.2","Doctor"," · Opens 5am Thu","Orthopedics Hospital","Padmarao Nagar","500020","https://www.google.com/maps/search/?api=1&query=Dr.+Ravi+Babu+B+Geeta+Multispeciality+Hospital%2C+AOC+Road%2C+East+Marredpally%2C+Secunderabad%2C+Telangana+500020","Orthopedics_Hospital"
"Dr. Divya B - Orthopaedic Surgeon","Safe Children Clinic, Beside BNR function hall, namalagundu, junction, Seethaphalmandi Rd, Secunderabad, Telangana 500061","drdivyaortho.com","095025 12323","","","Orthopedic surgeon"," · Opens 6pm Thu","Orthopedics Hospital","Padmarao Nagar","500061","https://www.google.com/maps/search/?api=1&query=Dr.+Divya+B+-+Orthopaedic+Surgeon+Safe+Children+Clinic%2C+Beside+BNR+function+hall%2C+namalagundu%2C+junction%2C+Seethaphalmandi+Rd%2C+Secunderabad%2C+Telangana+500061","Orthopedics_Hospital"
"Kids Care & Ortho Clinic","11-3-362/3, Warasiguda, Padmarao Nagar, Secunderabad, Telangana 500061","","093910 80790","14","4.9","Children's hospital","","Orthopedics Hospital","Padmarao Nagar","500061","https://www.google.com/maps/search/?api=1&query=Kids+Care+%26+Ortho+Clinic+11-3-362%2F3%2C+Warasiguda%2C+Padmarao+Nagar%2C+Secunderabad%2C+Telangana+500061","Orthopedics_Hospital"
"SRI SATHYA ORTHO & CHILDREN CLINIC","3-251/1/13, Machabollaram, Bolarum, Secunderabad, Telangana 500010","","080745 62504","80","5","Orthopedic surgeon"," · Opens 11am Thu","Orthopedics Hospital","Bolarum","500010","https://www.google.com/maps/search/?api=1&query=SRI+SATHYA+ORTHO+%26+CHILDREN+CLINIC+3-251%2F1%2F13%2C+Machabollaram%2C+Bolarum%2C+Secunderabad%2C+Telangana+500010","Orthopedics_Hospital"
"Arke hospital","1-155,sno108/a kompally main road, opp. Cine Planet, beside psr garden, Secunderabad, Telangana 500100","arkehospitals.com","095811 86111","417","4.4","Hospital","","Orthopedics Hospital","Bolarum","500100","https://www.google.com/maps/search/?api=1&query=Arke+hospital+1-155%2Csno108%2Fa+kompally+main+road%2C+opp.+Cine+Planet%2C+beside+psr+garden%2C+Secunderabad%2C+Telangana+500100","Orthopedics_Hospital"
"MedOne Hospitals | Orthopedics Hospital in Kompally Secunderabad","Ground Floor, Door No. 03, MedOne Hospitals Suchitra, Pipe Line Rd, beside Centro, Santa Sriram Estates, Kompally, Hyderabad, Telangana 500067","medonehospitals.com","095381 08108","","","Orthopedic surgeon"," · Opens 9am Thu","Orthopedics Hospital","Bolarum","500067","https://www.google.com/maps/search/?api=1&query=MedOne+Hospitals+%7C+Orthopedics+Hospital+in+Kompally+Secunderabad+Ground+Floor%2C+Door+No.+03%2C+MedOne+Hospitals+Suchitra%2C+Pipe+Line+Rd%2C+beside+Centro%2C+Santa+Sriram+Estates%2C+Kompally%2C+Hyderabad%2C+Telangana+500067","Orthopedics_Hospital"
"ARNA ORTHO HOSPITAL - knee Replacement | Sports Injury | Hip Replacement in Kompally","Plot No 10, Sy.No:160&161/A, Devendar Colony,beside Canara bank, Kompally Gandimaisamma, Secunderabad, Telangana 500100","arnaorthohospital.com","079934 34833","171","4.7","Hospital","Closed · Opens 9am Thu","Orthopedics Hospital","Bolarum","500100","https://www.google.com/maps/search/?api=1&query=ARNA+ORTHO+HOSPITAL+-+knee+Replacement+%7C+Sports+Injury+%7C+Hip+Replacement+in+Kompally+Plot+No+10%2C+Sy.No%3A160%26161%2FA%2C+Devendar+Colony%2Cbeside+Canara+bank%2C+Kompally+Gandimaisamma%2C+Secunderabad%2C+Telangana+500100","Orthopedics_Hospital"
"Dr. T V SURESH BABU, MS(Ortho), Orthopedic, Joint Replacement & Trauma, Arthroscopy Surgeon at Srikara Hospitals, Kompally","Srikara hospital, Ruby Block, Kompally, Hyderabad, Telangana 500100","drsureshortho.in","094414 04055","214","5","Orthopedic surgeon"," · Opens 9:30am Thu","Orthopedics Hospital","Bolarum","500100","https://www.google.com/maps/search/?api=1&query=Dr.+T+V+SURESH+BABU%2C+MS%28Ortho%29%2C+Orthopedic%2C+Joint+Replacement+%26+Trauma%2C+Arthroscopy+Surgeon+at+Srikara+Hospitals%2C+Kompally+Srikara+hospital%2C+Ruby+Block%2C+Kompally%2C+Hyderabad%2C+Telangana+500100","Orthopedics_Hospital"
"BADRAIAH BONE SETTING CENTER","S NO-77, CANTONMENT back side cantonment hospital, : 8-13-187, Bolarum, Secunderabad, Telangana 500010","","094402 52564","42","4.8","Hospital"," · Opens 6:30am Thu","Orthopedics Hospital","Bolarum","500010","https://www.google.com/maps/search/?api=1&query=BADRAIAH+BONE+SETTING+CENTER+S+NO-77%2C+CANTONMENT+back+side+cantonment+hospital%2C+%3A+8-13-187%2C+Bolarum%2C+Secunderabad%2C+Telangana+500010","Orthopedics_Hospital"
"Cresta orthopaedic clinic","Near 9-84/6/A, Temple Alwal Rd, beside mother & child hospital, Golnaka, Alwal, Secunderabad, Telangana 500010","","088858 20325","25","4.6","Orthopedic clinic"," · Opens 4pm Thu","Orthopedics Hospital","Bolarum","500010","https://www.google.com/maps/search/?api=1&query=Cresta+orthopaedic+clinic+Near+9-84%2F6%2FA%2C+Temple+Alwal+Rd%2C+beside+mother+%26+child+hospital%2C+Golnaka%2C+Alwal%2C+Secunderabad%2C+Telangana+500010","Orthopedics_Hospital"
"Roma Hospital - The Best Multi Specialty Hospital at Kompally","DVR Grand, Cine Planet, Lane, opp. KVR Function Hall, Ruby Block, Kompally, Hyderabad, Telangana 500100","romahospital.in","062093 33999","213","4.3","Hospital","","Orthopedics Hospital","Bolarum","500100","https://www.google.com/maps/search/?api=1&query=Roma+Hospital+-+The+Best+Multi+Specialty+Hospital+at+Kompally+DVR+Grand%2C+Cine+Planet%2C+Lane%2C+opp.+KVR+Function+Hall%2C+Ruby+Block%2C+Kompally%2C+Hyderabad%2C+Telangana+500100","Orthopedics_Hospital"
"Dr. YG Aravind Varma - Expert Orthopedic Surgeon & Best Robotic Knee Replacement Surgeon","C-35, opp. Narayana School, near Dmart, Brundavan Colony, Kompally, Hyderabad, Secunderabad, Telangana 500067","storkhospitals.com","076108 10819","7","5","Orthopedic surgeon","","Orthopedics Hospital","Bolarum","500067","https://www.google.com/maps/search/?api=1&query=Dr.+YG+Aravind+Varma+-+Expert+Orthopedic+Surgeon+%26+Best+Robotic+Knee+Replacement+Surgeon+C-35%2C+opp.+Narayana+School%2C+near+Dmart%2C+Brundavan+Colony%2C+Kompally%2C+Hyderabad%2C+Secunderabad%2C+Telangana+500067","Orthopedics_Hospital"
"Dr. Krishna Sai Ortho","Sri Tirumala Kasani Resiency, Medchal Rd, Ruby Block, Dandamudi Enclave, Kompally, Secunderabad, Hyderabad, Telangana 500100","","099123 43333","25","4.9","Orthopedic surgeon"," · Opens 9am Thu","Orthopedics Hospital","Bolarum","500100","https://www.google.com/maps/search/?api=1&query=Dr.+Krishna+Sai+Ortho+Sri+Tirumala+Kasani+Resiency%2C+Medchal+Rd%2C+Ruby+Block%2C+Dandamudi+Enclave%2C+Kompally%2C+Secunderabad%2C+Hyderabad%2C+Telangana+500100","Orthopedics_Hospital"
"Dr RAKESH ORTHO AND SPECIALITY HOSPITAL","S.P.N MANSION, jayabheri park, H.NO:3-100/146/3A, Ruby Block, Kompally, Hyderabad, Telangana 500014","rakeshortho.com","080087 27456","207","4.8","Hospital","Open 24 hours","Orthopedics Hospital","Bolarum","500014","https://www.google.com/maps/search/?api=1&query=Dr+RAKESH+ORTHO+AND+SPECIALITY+HOSPITAL+S.P.N+MANSION%2C+jayabheri+park%2C+H.NO%3A3-100%2F146%2F3A%2C+Ruby+Block%2C+Kompally%2C+Hyderabad%2C+Telangana+500014","Orthopedics_Hospital"
"Renova Hospitals | Best Multispeciality Hospital in Secunderabad | Kompally","34 34/A, Medchal Rd, NCL Enclave South, Petbasheerabad, Kompally, Secunderabad, Telangana 500055","renovahospitals.com","091212 41005","698","4.3","Private hospital","","Orthopedics Hospital","Bolarum","500055","https://www.google.com/maps/search/?api=1&query=Renova+Hospitals+%7C+Best+Multispeciality+Hospital+in+Secunderabad+%7C+Kompally+34+34%2FA%2C+Medchal+Rd%2C+NCL+Enclave+South%2C+Petbasheerabad%2C+Kompally%2C+Secunderabad%2C+Telangana+500055","Orthopedics_Hospital"
"Wellness Hospitals - NXP (Kompally)","Plot No. 1, 2, 3 & 4, behind Sri Sita Ramachandra Swamy Devalayam, Petbasheerabad, Kompally, Hyderabad, Telangana 500067","wellnesshospitalsnxp.in","095595 51955","1549","4.7","Hospital","","Orthopedics Hospital","Bolarum","500067","https://www.google.com/maps/search/?api=1&query=Wellness+Hospitals+-+NXP+%28Kompally%29+Plot+No.+1%2C+2%2C+3+%26+4%2C+behind+Sri+Sita+Ramachandra+Swamy+Devalayam%2C+Petbasheerabad%2C+Kompally%2C+Hyderabad%2C+Telangana+500067","Orthopedics_Hospital"
"VENKATESHWARA ORTHO PHYSIOTHERAPY CLINIC","Shop no : 2-4-38/1, opp. select thetre, Machabollaram, Hyderabad, Telangana 500010","venkateshwaraphysio.com","073969 10475","275","5","Physiotherapy Center"," · Opens 9am Thu","Orthopedics Hospital","Bolarum","500010","https://www.google.com/maps/search/?api=1&query=VENKATESHWARA+ORTHO+PHYSIOTHERAPY+CLINIC+Shop+no+%3A+2-4-38%2F1%2C+opp.+select+thetre%2C+Machabollaram%2C+Hyderabad%2C+Telangana+500010","Orthopedics_Hospital"
"LandMark Hospitals","Metro Station, Balaji Nagar Main Road, near JNTU Road, Jai Bharat Nagar, Hydernagar, Vasantha Nagar, Kukatpally, Hyderabad, Telangana 500085","landmarkhospitals.net","040 4545 9999","3999","4.5","Hospital","","Orthopedics Hospital","Hydernagar","500085","https://www.google.com/maps/search/?api=1&query=LandMark+Hospitals+Metro+Station%2C+Balaji+Nagar+Main+Road%2C+near+JNTU+Road%2C+Jai+Bharat+Nagar%2C+Hydernagar%2C+Vasantha+Nagar%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500085","Orthopedics_Hospital"
"Hospital","Metro Station, Landmark Hospitals, near JNTU, Nizampet, Hyderabad, Telangana 500085","landmarkhospitals.net","063039 28640","1","5","Orthopedic clinic","","Orthopedics Hospital","Hydernagar","500085","https://www.google.com/maps/search/?api=1&query=Hospital+Metro+Station%2C+Landmark+Hospitals%2C+near+JNTU%2C+Nizampet%2C+Hyderabad%2C+Telangana+500085","Orthopedics_Hospital"
"Dr. Harinath Orthopedic | Best Orthopedic Hospital in Kukatpally Hyderabad","Prathima Hospital, 26 & 27, KPHB Main Rd, opp. Arjun Theatre, Hmt Sathavahana Nagar, Kukatpally, Hyderabad, Telangana 500072","drharinathortho.com","","362","5","Orthopedic clinic"," · Opens 10:30am Thu","Orthopedics Hospital","Hydernagar","500072","https://www.google.com/maps/search/?api=1&query=Dr.+Harinath+Orthopedic+%7C+Best+Orthopedic+Hospital+in+Kukatpally+Hyderabad+Prathima+Hospital%2C+26+%26+27%2C+KPHB+Main+Rd%2C+opp.+Arjun+Theatre%2C+Hmt+Sathavahana+Nagar%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500072","Orthopedics_Hospital"
"Dr. K. Sudhir Reddy | Best Knee Replacement Surgeon in Hyderabad | Orthopedic Surgeon","Room No - 02, Ground Floor, Landmark Orthopedic Center, beside JNTU Metro Station, Jai Bharat Nagar, Hyder Nagar, Vasantha Nagar, Kukatpally, Hyderabad, Telangana 500085","landmarkhospitals.net","063039 28640","130","4.6","Orthopedic surgeon"," · Opens 10am Thu","Orthopedics Hospital","Hydernagar","500085","https://www.google.com/maps/search/?api=1&query=Dr.+K.+Sudhir+Reddy+%7C+Best+Knee+Replacement+Surgeon+in+Hyderabad+%7C+Orthopedic+Surgeon+Room+No+-+02%2C+Ground+Floor%2C+Landmark+Orthopedic+Center%2C+beside+JNTU+Metro+Station%2C+Jai+Bharat+Nagar%2C+Hyder+Nagar%2C+Vasantha+Nagar%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500085","Orthopedics_Hospital"
"Dr Venkatram|Pediatric Orthopedic Surgeon","Rainbow Hospital, Block 5, Hyder Nagar, RamNaresh Nagar, Kukatpally, Hyderabad, Telangana 500085","drvenkatramkidsortho.com","091778 16855","19","5","Pediatric orthopedic surgeon"," · Opens 2pm Thu","Orthopedics Hospital","Hydernagar","500085","https://www.google.com/maps/search/?api=1&query=Dr+Venkatram%7CPediatric+Orthopedic+Surgeon+Rainbow+Hospital%2C+Block+5%2C+Hyder+Nagar%2C+RamNaresh+Nagar%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500085","Orthopedics_Hospital"
"Dr. Venkat Ram Prasad Vallamshetla","Sri Sri Holistic Hospital, Nizampet Rd, Survey 37, Nagarjuna Homes, Kukatpally, Hyderabad, Telangana 500085","srisriholistichospitals.com","088866 66108","645","4.9","Orthopedic surgeon","","Orthopedics Hospital","Hydernagar","500085","https://www.google.com/maps/search/?api=1&query=Dr.+Venkat+Ram+Prasad+Vallamshetla+Sri+Sri+Holistic+Hospital%2C+Nizampet+Rd%2C+Survey+37%2C+Nagarjuna+Homes%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500085","Orthopedics_Hospital"
"Magnum Orthopedic & General Health Clinic","1, JNTU - Hitech City Road Phase 2, JNTU - Hitech City Rd, Kukatpally Housing Board Colony, Phase 2, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072","","","16","5","Orthopedic clinic"," · Opens 4pm Thu","Orthopedics Hospital","Hydernagar","500072","https://www.google.com/maps/search/?api=1&query=Magnum+Orthopedic+%26+General+Health+Clinic+1%2C+JNTU+-+Hitech+City+Road+Phase+2%2C+JNTU+-+Hitech+City+Rd%2C+Kukatpally+Housing+Board+Colony%2C+Phase+2%2C+K+P+H+B+Phase+1%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500072","Orthopedics_Hospital"
"Orthopedic Doctor in Kukatpally | Bone & Joint Centre | My health hospital","Rd Number 1, near KPHB, Kukatpally Housing Board Colony, K P H B Phase 1, Metro, Hyderabad, Telangana 500072","myhealthhospitals.com","091116 74111","10","4.6","Orthopedic surgeon","","Orthopedics Hospital","Hydernagar","500072","https://www.google.com/maps/search/?api=1&query=Orthopedic+Doctor+in+Kukatpally+%7C+Bone+%26+Joint+Centre+%7C+My+health+hospital+Rd+Number+1%2C+near+KPHB%2C+Kukatpally+Housing+Board+Colony%2C+K+P+H+B+Phase+1%2C+Metro%2C+Hyderabad%2C+Telangana+500072","Orthopedics_Hospital"
"Dr Sai Chandra Malladi | Orthopaedic Surgeon | Joint Replacement N Arthroscopy Surgeon KPHB","Metro n, Pista House, Sprint Diagnostics, beside JNTU, Hyderabad, Telangana 500085","","","54","5","Medical clinic"," · Opens 12pm Thu","Orthopedics Hospital","Hydernagar","500085","https://www.google.com/maps/search/?api=1&query=Dr+Sai+Chandra+Malladi+%7C+Orthopaedic+Surgeon+%7C+Joint+Replacement+N+Arthroscopy+Surgeon+KPHB+Metro+n%2C+Pista+House%2C+Sprint+Diagnostics%2C+beside+JNTU%2C+Hyderabad%2C+Telangana+500085","Orthopedics_Hospital"
"Sri Sri Holistic®️ Hospitals","1-2, Nizampet Rd, Survey 37, Nagarjuna Homes, Nizampet, Hyderabad, Telangana 500085","srisriholistichospitals.com","092402 12343","8584","4.6","Hospital","","Orthopedics Hospital","Hydernagar","500085","https://www.google.com/maps/search/?api=1&query=Sri+Sri+Holistic%C2%AE%EF%B8%8F+Hospitals+1-2%2C+Nizampet+Rd%2C+Survey+37%2C+Nagarjuna+Homes%2C+Nizampet%2C+Hyderabad%2C+Telangana+500085","Orthopedics_Hospital"
"Sru Fracture, Orthopedic & Plastic Surgery Clinic","MIG-233/4, Vintage Plaza, KPHB Colony, Rd Number 3, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072","","098480 30622","78","3.3","Medical clinic"," · Opens 9am Thu","Orthopedics Hospital","Hydernagar","500072","https://www.google.com/maps/search/?api=1&query=Sru+Fracture%2C+Orthopedic+%26+Plastic+Surgery+Clinic+MIG-233%2F4%2C+Vintage+Plaza%2C+KPHB+Colony%2C+Rd+Number+3%2C+K+P+H+B+Phase+1%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500072","Orthopedics_Hospital"
"Dr. Skand Kumar's Ortho Clinic","Road No 4, JK Hospital, Premises, Remedy Hospital Ln, next to DBS Bank, Kukatpally Housing Board Colony, Dharma Reddy Colony Phase I, Kukatpally, Hyderabad, Telangana 500072","orthohyd.com","099488 55477","63","4.5","Medical clinic"," · Opens 12pm Thu","Orthopedics Hospital","Hydernagar","500072","https://www.google.com/maps/search/?api=1&query=Dr.+Skand+Kumar%27s+Ortho+Clinic+Road+No+4%2C+JK+Hospital%2C+Premises%2C+Remedy+Hospital+Ln%2C+next+to+DBS+Bank%2C+Kukatpally+Housing+Board+Colony%2C+Dharma+Reddy+Colony+Phase+I%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500072","Orthopedics_Hospital"
"Sri Vajra Ortho Care","Flat No: G1, HIG-465, JNTU Rd, near KS Bakers, Kukatpally Housing Board Colony, K P H B Phase 6, Kukatpally, Hyderabad, Telangana 500085","srivajraorthocare.com","099634 58064","15","5","Orthopedic clinic"," · Opens 7am Thu","Orthopedics Hospital","Hydernagar","500085","https://www.google.com/maps/search/?api=1&query=Sri+Vajra+Ortho+Care+Flat+No%3A+G1%2C+HIG-465%2C+JNTU+Rd%2C+near+KS+Bakers%2C+Kukatpally+Housing+Board+Colony%2C+K+P+H+B+Phase+6%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500085","Orthopedics_Hospital"
"sri vidya orthopaedic clinic,svs children hospitol,4rth road kphb colony,kukatpally","svs children hospitol, 4rt road, near Remedy Hospital Lane, Kukatpally Housing Board Colony, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072","","","29","3.3","Children's hospital"," · Opens 1:30pm Thu","Orthopedics Hospital","Hydernagar","500072","https://www.google.com/maps/search/?api=1&query=sri+vidya+orthopaedic+clinic%2Csvs+children+hospitol%2C4rth+road+kphb+colony%2Ckukatpally+svs+children+hospitol%2C+4rt+road%2C+near+Remedy+Hospital+Lane%2C+Kukatpally+Housing+Board+Colony%2C+K+P+H+B+Phase+1%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500072","Orthopedics_Hospital"
"Dr. Thilak | Best orthopedic surgeon in Hyderabad| Knee & Hip Replacement| Best Spine surgeon| Best Knee Arthroscopic surgeon","Dr Thilak Ortho Care, Insight Tower, 167, Rd Number 1, Kukatpally Housing Board Colony, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500085","drthilakorthopedic.com","095026 56501","177","5","Orthopedic surgeon"," · Opens 9:30am Thu","Orthopedics Hospital","Hydernagar","500085","https://www.google.com/maps/search/?api=1&query=Dr.+Thilak+%7C+Best+orthopedic+surgeon+in+Hyderabad%7C+Knee+%26+Hip+Replacement%7C+Best+Spine+surgeon%7C+Best+Knee+Arthroscopic+surgeon+Dr+Thilak+Ortho+Care%2C+Insight+Tower%2C+167%2C+Rd+Number+1%2C+Kukatpally+Housing+Board+Colony%2C+K+P+H+B+Phase+1%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500085","Orthopedics_Hospital"
"Ajay Orthopaedic Clinic","MIG-251, Road No. 4, Kukatpally Housing Board Colony, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072","","091001 80145","72","4.2","Orthopedic clinic"," · Opens 6pm Thu","Orthopedics Hospital","Hydernagar","500072","https://www.google.com/maps/search/?api=1&query=Ajay+Orthopaedic+Clinic+MIG-251%2C+Road+No.+4%2C+Kukatpally+Housing+Board+Colony%2C+K+P+H+B+Phase+1%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500072","Orthopedics_Hospital"
"Dr. Koppala Dilip Reddy, Treated 7K+ Patients | Best Orthopaedician in Hyderabad | Fracture | Sports Injury | Back Pain","METRO STATION, LANDMARK HOSPITAL, near JNTU Road, Hydernagar, Kukatpally, Hyderabad, Telangana 500085","apollo247.com","080 4696 1837","","","Orthopedic surgeon","Closed · Opens 7:30am Thu","Orthopedics Hospital","Hydernagar","500085","https://www.google.com/maps/search/?api=1&query=Dr.+Koppala+Dilip+Reddy%2C+Treated+7K%2B+Patients+%7C+Best+Orthopaedician+in+Hyderabad+%7C+Fracture+%7C+Sports+Injury+%7C+Back+Pain+METRO+STATION%2C+LANDMARK+HOSPITAL%2C+near+JNTU+Road%2C+Hydernagar%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500085","Orthopedics_Hospital"
"SRR POLYCLINIC DR VIKRAM GOUD BEST ORTHOPEDIC","Phase - 1&2, HIG 199, behind Rythu Bazar, Kukatpally Housing Board Colony, K P H B Phase 1, Kukatpally, Hyderabad, Telangana 500072","srrpolyclinic.com","081218 08108","29","5","Orthopedic surgeon","Closed · Opens 10am Thu","Orthopedics Hospital","Hydernagar","500072","https://www.google.com/maps/search/?api=1&query=SRR+POLYCLINIC+DR+VIKRAM+GOUD+BEST+ORTHOPEDIC+Phase+-+1%262%2C+HIG+199%2C+behind+Rythu+Bazar%2C+Kukatpally+Housing+Board+Colony%2C+K+P+H+B+Phase+1%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500072","Orthopedics_Hospital"
"Icon Hospitals","540/1&2, JNTU - Hitech City Rd, Kukatpally Housing Board Colony, K P H B Phase 6, Kukatpally, Hyderabad, Telangana 500085","","040 2315 9666","428","3.8","Private hospital","","Orthopedics Hospital","Hydernagar","500085","https://www.google.com/maps/search/?api=1&query=Icon+Hospitals+540%2F1%262%2C+JNTU+-+Hitech+City+Rd%2C+Kukatpally+Housing+Board+Colony%2C+K+P+H+B+Phase+6%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500085","Orthopedics_Hospital"
"Dr A Varun Teja","Zen hospital, Road No. 5, Kukatpally Housing Board Colony, K P H B Phase 3, Kukatpally, Hyderabad, Telangana 500072","","074166 55005","194","5","Orthopedic surgeon"," · Opens 4pm Thu","Orthopedics Hospital","Hydernagar","500072","https://www.google.com/maps/search/?api=1&query=Dr+A+Varun+Teja+Zen+hospital%2C+Road+No.+5%2C+Kukatpally+Housing+Board+Colony%2C+K+P+H+B+Phase+3%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500072","Orthopedics_Hospital"
"S.V. Pooja Hospital","Plot No, रेनबो चिल्ड्रन’एस अस्पताल & बर्थ्राइट की रेनबो, 33, Rd Number 14, Hydernagar, Dharma Reddy Colony Phase I, Kukatpally, Hyderabad, Telangana 500085","","095154 55455","212","3.9","General hospital","","Orthopedics Hospital","Hydernagar","500085","https://www.google.com/maps/search/?api=1&query=S.V.+Pooja+Hospital+Plot+No%2C+%E0%A4%B0%E0%A5%87%E0%A4%A8%E0%A4%AC%E0%A5%8B+%E0%A4%9A%E0%A4%BF%E0%A4%B2%E0%A5%8D%E0%A4%A1%E0%A5%8D%E0%A4%B0%E0%A4%A8%E2%80%99%E0%A4%8F%E0%A4%B8+%E0%A4%85%E0%A4%B8%E0%A5%8D%E0%A4%AA%E0%A4%A4%E0%A4%BE%E0%A4%B2+%26+%E0%A4%AC%E0%A4%B0%E0%A5%8D%E0%A4%A5%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%87%E0%A4%9F+%E0%A4%95%E0%A5%80+%E0%A4%B0%E0%A5%87%E0%A4%A8%E0%A4%AC%E0%A5%8B%2C+33%2C+Rd+Number+14%2C+Hydernagar%2C+Dharma+Reddy+Colony+Phase+I%2C+Kukatpally%2C+Hyderabad%2C+Telangana+500085","Orthopedics_Hospital"
